year,origin_id,dest_id,product_name,id,hs92,export_val,export_val_growth_pct,export_val_growth_pct_5,export_val_growth_val,export_val_growth_val_5,world_total_export_val,origin_total_export_val,import_val,import_val_growth_pct,import_val_growth_val,import_val_growth_pct_5,import_val_growth_val_5,world_total_import_val,origin_name,dest_name,trade_exchange_val,pci,pci_rank,pci_rank_delta,rca,top_importer_code,top_importer,top_exporter_code,top_exporter,group_name,group_id,color,icon
2015,chl,chn,Fish Fillets,010304,0304,1006393.44,-0.78,-0.146,-3565866.71,-1206823.55,21257631526.2,2117454898.16,4745384.86,-0.364,-2716683.49,0.22,2992300.97,21257631526.2,Chile,China,5751778.300000001,-1.054,1015,16,21.667,usa,United States,chn,China,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Processed Fish,010305,0305,161292.75,1.419,0.127,94628.75,72567.75,5764648033.86,65733117.81,58901.63,30.198,57013.63,0.405,48127.63,5764648033.86,Chile,China,220194.38,-1.494,1116,-12,2.48,deu,Germany,nor,Norway,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Crustaceans,010306,0306,24049844.72,0.693,0.578,9843577.99,21589126.58,23465855784.2,74766415.97,7611460.31,0.426,2273665.19,1.219,7470012.92,23465855784.2,Chile,China,31661305.029999997,-2.043,1191,-12,0.693,usa,United States,ind,India,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Molluscs,010307,0307,11465542.67,0.413,0.162,3353563.28,6048514.83,10721265512.2,209009351.49,2824673.41,0.356,740969.25,0.375,2249832.36,10721265512.2,Chile,China,14290216.08,-1.792,1164,-70,4.241,esp,Spain,chn,China,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Milk,010401,0401,724992.06,-0.308,NA,-323122.72,NA,7422151655.68,1038105.73,NA,NA,NA,NA,NA,7422151655.68,Chile,China,NA,-0.105,703,-29,0.03,deu,Germany,deu,Germany,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Concentrated Milk,010402,0402,1524173.64,-0.939,-0.202,-23500179.7,-3194605.53,18845080959.7,74446093.21,NA,NA,NA,NA,NA,18845080959.7,Chile,China,NA,-0.583,866,71,0.859,chn,China,nzl,New Zealand,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Fermented Milk Products,010403,0403,NA,NA,NA,NA,NA,4184364724.85,433134.94,4251.22,NA,NA,NA,NA,4184364724.85,Chile,China,NA,0.14,590,96,0.023,gbr,United Kingdom,deu,Germany,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Whey,010404,0404,1042988.86,-0.131,NA,-156792.27,NA,4225152438.5,10566472.75,NA,NA,NA,NA,NA,4225152438.5,Chile,China,NA,0.261,529,-127,0.544,chn,China,usa,United States,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Cheese,010406,0406,230970.94,NA,0.108,NA,92916.76,26938532483.4,23441653.16,NA,NA,NA,NA,NA,26938532483.4,Chile,China,NA,-0.039,677,-16,0.189,deu,Germany,deu,Germany,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Honey,010409,0409,255610.97,-0.137,1.454,-40539.53,252739.59,2301485819.19,41711269.51,NA,NA,NA,NA,NA,2301485819.19,Chile,China,NA,-1.011,1003,-12,3.942,usa,United States,chn,China,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Pig Hair,010502,0502,NA,NA,NA,NA,NA,153529369.86,NA,1267977.73,0.366,339417.8,-0.007,-42370.35,153529369.86,Chile,China,NA,-0.537,857,-46,NA,chn,China,chn,China,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Bird Feathers and Skins,010505,0505,NA,NA,NA,NA,NA,1376180549.99,2118.23,80701.78,0.342,20567.15,0.16,42278.02,1376180549.99,Chile,China,NA,0.536,408,-92,0,usa,United States,chn,China,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Coral and Shells,010508,0508,NA,NA,NA,NA,NA,193088132.49,69928.71,4176.06,-0.637,-7314.94,-0.225,-10717.28,193088132.49,Chile,China,NA,-1.652,1149,-22,0.079,xxb,NA,jpn,Japan,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Other Inedible Animal Products,010511,0511,630471,0.163,1.152,88188,616800.33,2461509392.52,5850848.4,19416.41,-0.851,-110959.67,0.064,5164.94,2461509392.52,Chile,China,649887.41,-0.48,839,-135,0.517,usa,United States,usa,United States,Animal Products,01,#e8d58e,d3plus-1.9.8/icons/hs/hs_01.png
2015,chl,chn,Bulbs and Roots,020601,0601,6511866.82,0.035,0.113,221578.86,2707706.25,1651932936.53,30260364.11,NA,NA,NA,NA,NA,1651932936.53,Chile,China,NA,-1.003,1001,-39,3.985,deu,Germany,nld,Netherlands,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Other Live Plants,020602,0602,NA,NA,NA,NA,NA,7065418325.51,17193628.65,314070.6,-0.119,-42317.49,0.208,192125.41,7065418325.51,Chile,China,NA,-0.857,968,8,0.529,deu,Germany,nld,Netherlands,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Cut Flowers,020603,0603,6696.49,1.265,NA,3739.45,NA,8347378404.57,5297923.78,NA,NA,NA,NA,NA,8347378404.57,Chile,China,NA,-1.531,1124,0,0.138,usa,United States,nld,Netherlands,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Foliage,020604,0604,NA,NA,NA,NA,NA,1111329588.89,1755593.79,49428.14,-0.202,-12547.99,-0.136,-53187.38,1111329588.89,Chile,China,NA,-1.203,1057,-52,0.344,nld,Netherlands,nld,Netherlands,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Onions,020703,0703,NA,NA,NA,NA,NA,5861519145.01,44583058.93,3879138.2,0.176,580730.08,-0.053,-1206417.27,5861519145.01,Chile,China,NA,-2.061,1193,-32,1.654,usa,United States,chn,China,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Frozen Vegetables,020710,0710,30812,NA,NA,NA,NA,5895298955.88,48311163.9,1828799.26,-0.11,-225652.24,-0.061,-678367.53,5895298955.88,Chile,China,1859611.26,-0.746,931,-6,1.783,usa,United States,blx,Belgium-Luxembourg,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Dried Vegetables,020712,0712,128158.28,-0.912,1.231,-1329358.6,125840.28,2955576377.81,21692057.53,4092412.84,-0.041,-176629,0.092,1459224.07,2955576377.81,Chile,China,4220571.12,-1.174,1050,-61,1.596,jpn,Japan,chn,China,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Dried Legumes,020713,0713,NA,NA,NA,NA,NA,11154239819.8,6104636.01,1434425.17,0.811,642500.61,0.252,968420.26,11154239819.8,Chile,China,NA,-1.904,1179,12,0.119,ind,India,can,Canada,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,"Coconuts, Brazil Nuts, and Cashews",020801,0801,2131,NA,NA,NA,NA,7733946023.43,9543643.27,8339.58,0.107,808.11,NA,NA,7733946023.43,Chile,China,10470.58,-2.934,1216,-2,0.268,usa,United States,vnm,Vietnam,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Other Nuts,020802,0802,107393.73,-0.497,-0.324,-106085.68,-655457.03,18058876329,471389275.68,NA,NA,NA,NA,NA,18058876329,Chile,China,NA,-1.695,1154,15,5.678,deu,Germany,usa,United States,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Bananas,020803,0803,NA,NA,NA,NA,NA,11946183502.4,1110646.52,1145,NA,NA,NA,NA,11946183502.4,Chile,China,NA,-2.148,1196,-12,0.02,usa,United States,ecu,Ecuador,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Tropical Fruits,020804,0804,7913949.1,88.996,NA,7826012.17,NA,9486293248.52,264230254.7,3084,NA,NA,NA,NA,9486293248.52,Chile,China,7917033.1,-1.87,1177,-9,6.059,usa,United States,mex,Mexico,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Grapes,020806,0806,172594586.24,-0.016,0.457,-2794386.08,146273168.44,9347799893.06,1754172597.35,NA,NA,NA,NA,NA,9347799893.06,Chile,China,NA,-1.049,1013,4,40.82,usa,United States,chl,Chile,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Apples and Pears,020808,0808,26601637.58,0.263,0.154,5543004.73,13615204.18,9682517030.1,792008416.16,136592.53,0.067,8597.73,0.49,117997.91,9682517030.1,Chile,China,26738230.11,-0.576,865,22,17.793,deu,Germany,usa,United States,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Pitted Fruits,020809,0809,448489148.96,-0.1,0.586,-50023467.98,403763048.48,5561668450.63,865223218.86,NA,NA,NA,NA,NA,5561668450.63,Chile,China,NA,-1.076,1022,-51,33.84,chn,China,esp,Spain,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Other Fruits,020810,0810,58211129.68,0.148,1.224,7514690.37,57141661.7,11857492774.9,882004317.2,NA,NA,NA,NA,NA,11857492774.9,Chile,China,NA,-1.232,1065,-14,16.18,chn,China,esp,Spain,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Frozen Fruits and Nuts,020811,0811,8712294.21,0.604,0.053,3280986.21,1987752.13,4435952021.82,401541947.64,2128226.53,0.602,799638.94,0.463,1810229.21,4435952021.82,Chile,China,10840520.74,-0.444,830,-46,19.69,usa,United States,pol,Poland,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Preserved Fruits and Nuts,020812,0812,1157642.71,7.899,0.547,1027551.7,1026918.75,208454979.79,8112563.5,NA,NA,NA,NA,NA,208454979.79,Chile,China,NA,-1.266,1071,-47,8.465,jpn,Japan,chn,China,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Dried Fruits,020813,0813,1040579,-0.503,1.116,-1052981.27,1016046.88,2407712387.64,253424696.02,24972.07,-0.838,-128892.99,-0.37,-226899.69,2407712387.64,Chile,China,1065551.07,-0.891,977,42,22.896,gbr,United Kingdom,tur,Turkey,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Coffee,020901,0901,NA,NA,NA,NA,NA,30014661551.6,299192.79,32079.15,0.604,12077.2,0.497,27809.05,30014661551.6,Chile,China,NA,-1.935,1183,-7,0.002,usa,United States,bra,Brazil,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Tea,020902,0902,NA,NA,NA,NA,NA,6903462500.31,4237880.44,3938647.25,0.253,796065.8,0.12,1701812.89,6903462500.31,Chile,China,NA,-1.994,1186,8,0.134,rus,Russia,lka,Sri Lanka,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Mate,020903,0903,NA,NA,NA,NA,NA,239202476.48,3287.64,1593.29,NA,NA,NA,NA,239202476.48,Chile,China,NA,-1.584,1136,-24,0.003,ury,Uruguay,arg,Argentina,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Pepper,020904,0904,NA,NA,NA,NA,NA,4801118808.08,5846139.81,2283909.76,1.722,1444918.24,0.735,2138535.44,4801118808.08,Chile,China,NA,-1.588,1138,16,0.265,usa,United States,vnm,Vietnam,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Cinnamon,020906,0906,NA,NA,NA,NA,NA,461472825.07,3619.62,37616.08,0.609,14233.08,1.066,36616.08,461472825.07,Chile,China,NA,-1.376,1093,14,0.002,usa,United States,lka,Sri Lanka,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Spice Seeds,020909,0909,NA,NA,NA,NA,NA,721090844.53,617079.1,22735.32,-0.272,-8495.38,-0.344,-164908.27,721090844.53,Chile,China,NA,-1.073,1020,13,0.186,usa,United States,ind,India,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Spices,020910,0910,NA,NA,NA,NA,NA,2306129569.65,581512.35,42727.39,1.149,22844.82,0.272,29895.53,2306129569.65,Chile,China,NA,-1.651,1148,-52,0.055,usa,United States,chn,China,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Corn,021005,1005,1247439.83,0.222,0.426,226737.61,1035744.07,29490147360.8,111774617.14,58400.06,NA,NA,NA,NA,29490147360.8,Chile,China,1305839.8900000001,-0.862,969,-19,0.824,jpn,Japan,usa,United States,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Rice,021006,1006,NA,NA,NA,NA,NA,22028702110.3,2881337.66,16723.48,0.091,1390.43,0.193,9813.24,22028702110.3,Chile,China,NA,-1.828,1170,27,0.028,chn,China,ind,India,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Wheat Flours,021101,1101,NA,NA,NA,NA,NA,4767253552.68,2494.02,1655.21,NA,NA,NA,NA,4767253552.68,Chile,China,NA,-1.411,1097,-28,0,irq,Iraq,tur,Turkey,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Cereal Flours,021102,1102,NA,NA,NA,NA,NA,842605739.46,2126657.27,18281.68,-0.43,-13814.57,0.413,15032.9,842605739.46,Chile,China,NA,-1.083,1025,3,0.549,usa,United States,tha,Thailand,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Legume Flours,021106,1106,NA,NA,NA,NA,NA,563244725.74,7520734.78,31107.94,1.392,18104.95,NA,NA,563244725.74,Chile,China,NA,-1.427,1102,24,2.904,fra,France,esp,Spain,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Starches,021108,1108,1733450.64,0.325,-0.029,425213.37,-274240.66,3694439445.02,42737230.45,128796.38,-0.442,-101936.1,0.006,3499.69,3694439445.02,Chile,China,1862247.02,-0.287,763,113,2.516,chn,China,tha,Thailand,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Wheat Gluten,021109,1109,NA,NA,NA,NA,NA,1364767408.8,NA,27296724.82,0.25,5455733.54,0.578,24508275.67,1364767408.8,Chile,China,NA,0.527,412,-210,NA,usa,United States,chn,China,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Soybeans,021201,1201,1439.68,-0.359,NA,-805.28,NA,51114165456.7,9019787.73,20763.66,-0.11,-2573.88,0.087,7095.37,51114165456.7,Chile,China,22203.34,-0.721,925,117,0.038,chn,China,bra,Brazil,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Ground Nuts,021202,1202,NA,NA,NA,NA,NA,2240568502.13,1196838.13,255043.71,0.763,110414.42,-0.09,-153973.66,2240568502.13,Chile,China,NA,-2.04,1190,0,0.116,nld,Netherlands,ind,India,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Sunflower Seeds,021206,1206,NA,NA,NA,NA,NA,3106041060.55,17942770.74,27048.58,2.568,19468.58,0.757,25432.58,3106041060.55,Chile,China,NA,-0.069,692,-25,1.257,nld,Netherlands,rou,Romania,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Other Oily Seeds,021207,1207,45550.17,0.381,NA,12559.09,NA,4933376302.39,12553396.32,440163.97,1.11,231597.98,0.302,322438.11,4933376302.39,Chile,China,485714.13999999996,-2.357,1207,4,0.554,chn,China,ind,India,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Oil Seed Flower,021208,1208,NA,NA,NA,NA,NA,863095911.6,89448.98,1556.31,NA,NA,NA,NA,863095911.6,Chile,China,NA,-0.363,789,264,0.023,vnm,Vietnam,usa,United States,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Sowing Seeds,021209,1209,951539.83,0.07,0.054,62159.62,218667.87,6675562062.1,227872424.1,2425690.04,-0.234,-740605.2,0.116,1021688.01,6675562062.1,Chile,China,3377229.87,-1.045,1012,-20,7.425,nld,Netherlands,nld,Netherlands,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Perfume Plants,021211,1211,NA,NA,NA,NA,NA,3131299578.47,29111089.6,1460345.11,2.069,984442.86,0.25,980931.72,3131299578.47,Chile,China,NA,-2.003,1187,-16,2.022,hkg,Hong Kong,chn,China,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,"Locust beans, seaweed, sugar beet, cane, for food",021212,1212,53074953.49,-0.342,0.072,-27634238.18,15616166.57,1865554236.03,103551206.98,2253949.03,0.123,246073.15,0.58,2024844.27,1865554236.03,Chile,China,55328902.52,-1.951,1184,-24,12.074,chn,China,chn,China,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Cereal Straws,021213,1213,503014,NA,NA,NA,NA,348799576.74,571936.01,NA,NA,NA,NA,NA,348799576.74,Chile,China,NA,-0.416,811,177,0.357,jpn,Japan,pak,Pakistan,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Forage Crops,021214,1214,533885,NA,NA,NA,NA,2511471299.57,6543088.28,4107.85,NA,NA,NA,NA,2511471299.57,Chile,China,537992.85,-1.03,1009,-98,0.567,jpn,Japan,usa,United States,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Insect Resins,021301,1301,NA,NA,NA,NA,NA,825039287.37,154615.99,237755,-0.018,-4351.65,0.152,120662.69,825039287.37,Chile,China,NA,-2.439,1209,3,0.041,ind,India,fra,France,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Vegetable Saps,021302,1302,3086831.5,-0.207,0.186,-805432.47,1770401.42,6198120508.23,137779091.24,8131361.54,0.029,232192.42,0.53,7161029.56,6198120508.23,Chile,China,11218193.04,-1.176,1051,-44,4.835,usa,United States,ind,India,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Vegetable Plaiting Materials,021401,1401,NA,NA,NA,NA,NA,240577120.82,724303.46,128113.72,0.067,7998.87,0.19,74355.25,240577120.82,Chile,China,NA,-1.253,1067,-28,0.655,usa,United States,chn,China,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Other Vegetable Products,021404,1404,1458501.58,-0.147,0.293,-250432.56,1054245.32,829362959.16,20081170.51,9179.13,NA,NA,0.017,756.63,829362959.16,Chile,China,1467680.71,-1.858,1174,-27,5.267,chn,China,ind,India,Vegetable Products,02,#e8b41e,d3plus-1.9.8/icons/hs/hs_02.png
2015,chl,chn,Fish Oil,031504,1504,2527347.55,1.123,-0.239,1336742.69,-7398241.77,1807613560.91,111130451.96,53366200.81,1.109,28063849.15,3.257,53328027.11,1807613560.91,Chile,China,55893548.36,-1.068,1019,30,13.373,nor,Norway,per,Peru,Animal and Vegetable Bi-Products,03,#e0902f,d3plus-1.9.8/icons/hs/hs_03.png
2015,chl,chn,Wool Grease,031505,1505,NA,NA,NA,NA,NA,239277171.59,798419.83,98257.12,-0.681,-209880.72,0.25,66032.47,239277171.59,Chile,China,NA,0.112,603,-21,0.726,gbr,United Kingdom,chn,China,Animal and Vegetable Bi-Products,03,#e0902f,d3plus-1.9.8/icons/hs/hs_03.png
2015,chl,chn,Pure Olive Oil,031509,1509,248784.55,0.373,0.396,67641.76,201796.32,7568716538.75,58495571.37,NA,NA,NA,NA,NA,7568716538.75,Chile,China,NA,-0.659,898,-10,1.681,ita,Italy,esp,Spain,Animal and Vegetable Bi-Products,03,#e0902f,d3plus-1.9.8/icons/hs/hs_03.png
2015,chl,chn,Seed Oils,031512,1512,NA,NA,NA,NA,NA,8765007368.83,56997.03,4862.79,NA,NA,NA,NA,8765007368.83,Chile,China,NA,-1.083,1023,32,0.001,ind,India,ukr,Ukraine,Animal and Vegetable Bi-Products,03,#e0902f,d3plus-1.9.8/icons/hs/hs_03.png
2015,chl,chn,Other Pure Vegetable Oils,031515,1515,84580.04,-0.641,0.138,-151017.1,40239.8,4090492883.3,11065109.75,90311.77,-0.352,-49089.93,0.27,62979.55,4090492883.3,Chile,China,174891.81,-1.138,1035,12,0.588,chn,China,ind,India,Animal and Vegetable Bi-Products,03,#e0902f,d3plus-1.9.8/icons/hs/hs_03.png
2015,chl,chn,Other Vegetable Oils,031516,1516,NA,NA,NA,NA,NA,3232101948.38,12944857.88,8606.18,1.621,5322.71,NA,NA,3232101948.38,Chile,China,NA,-1.154,1042,-7,0.871,mys,Malaysia,mys,Malaysia,Animal and Vegetable Bi-Products,03,#e0902f,d3plus-1.9.8/icons/hs/hs_03.png
2015,chl,chn,Margarine,031517,1517,NA,NA,NA,NA,NA,4772567702.99,6846217.42,89129,0.075,6240.17,0.786,84221.07,4772567702.99,Chile,China,NA,-0.778,943,77,0.312,fra,France,nld,Netherlands,Animal and Vegetable Bi-Products,03,#e0902f,d3plus-1.9.8/icons/hs/hs_03.png
2015,chl,chn,Stearic Acid,031519,1519,NA,NA,NA,NA,NA,7198275881.58,94704.41,1755338.69,0.579,643627.59,0.577,1575097.44,7198275881.58,Chile,China,NA,0.459,445,186,0.003,chn,China,idn,Indonesia,Animal and Vegetable Bi-Products,03,#e0902f,d3plus-1.9.8/icons/hs/hs_03.png
2015,chl,chn,Other Prepared Meat,041602,1602,41010,-0.629,-0.225,-69440,-105859,14464885938.6,50982925.69,22411.93,3,16809.3,0.088,7741.39,14464885938.6,Chile,China,63421.93,0.153,583,109,0.767,gbr,United Kingdom,tha,Thailand,Foodstuffs,04,#fdce4e,d3plus-1.9.8/icons/hs/hs_04.png
2015,chl,chn,Processed Fish,041604,1604,78949.23,-0.732,0.542,-215816.51,69899.39,14222010873.8,53501587.53,32087295.92,0.831,14561141.9,0.342,24728810.78,14222010873.8,Chile,China,32166245.150000002,-1.505,1121,-19,0.818,usa,United States,tha,Thailand,Foodstuffs,04,#fdce4e,d3plus-1.9.8/icons/hs/hs_04.png
